scenario,run_tag,m_med,m_dm,lambda,width,xsec_pb,nevents
S3D_br,mMed1500_mDM1_lam1p0,1500.0,1.0,1.0,29.84153,0.0019723034523,10000
S3D_br,mMed1500_mDM1_lam1p5,1500.0,1.0,1.5,67.14343,0.007721787777,10000
S3D_br,mMed1500_mDM1_lam2p0,1500.0,1.0,2.0,119.3661,0.02043170687,10000
S3D_br,mMed1500_mDM1_lam2p2,1500.0,1.0,2.2,144.433,0.03273987792,10000
S3D_br,mMed1500_mDM1_lam2p5,1500.0,1.0,2.5,186.5095,0.05220823562,10000
S3D_br,mMed1500_mDM1_lam3p0,1500.0,1.0,3.0,268.5737,0.10370352263,10000
S3D_br,mMed1500_mDM1_lam3p5,1500.0,1.0,3.5,365.5587,0.19601284317,10000
S3D_br,mMed1500_mDM1_lam4p0,1500.0,1.0,4.0,477.4644,0.32743339,10000
S3D_br,mMed1500_mDM1_lam4p5,1500.0,1.0,4.5,604.2909,0.5324721051,10000
S3D_br,mMed1500_mDM1_lam5p0,1500.0,1.0,5.0,746.0381,0.7847404223,10000
S3D_br,mMed1500_mDM10_lam1p0,1500.0,10.0,1.0,29.8389,0.001998866097,10000
S3D_br,mMed1500_mDM10_lam1p5,1500.0,10.0,1.5,67.13752,0.0076746479259999995,10000
S3D_br,mMed1500_mDM10_lam2p0,1500.0,10.0,2.0,119.3556,0.02227299256,10000
S3D_br,mMed1500_mDM10_lam2p2,1500.0,10.0,2.2,144.4203,0.03316905051,10000
S3D_br,mMed1500_mDM10_lam2p5,1500.0,10.0,2.5,186.4931,0.054399544777,10000
S3D_br,mMed1500_mDM10_lam3p0,1500.0,10.0,3.0,268.5501,0.11016419794,10000
S3D_br,mMed1500_mDM10_lam3p5,1500.0,10.0,3.5,365.5265,0.2010580676,10000
S3D_br,mMed1500_mDM10_lam4p0,1500.0,10.0,4.0,477.4224,0.3283650362,10000
S3D_br,mMed1500_mDM10_lam4p5,1500.0,10.0,4.5,604.2377,0.5295647343000001,10000
S3D_br,mMed1500_mDM10_lam5p0,1500.0,10.0,5.0,745.9725,0.823771471,10000
S3D_br,mMed1500_mDM50_lam1p0,1500.0,50.0,1.0,29.77527,0.0018092855592999999,10000
S3D_br,mMed1500_mDM50_lam1p5,1500.0,50.0,1.5,66.99437,0.0069584940900000005,10000
S3D_br,mMed1500_mDM50_lam2p0,1500.0,50.0,2.0,119.1011,0.02004308774,10000
S3D_br,mMed1500_mDM50_lam2p2,1500.0,50.0,2.2,144.1123,0.02880978453,10000
S3D_br,mMed1500_mDM50_lam2p5,1500.0,50.0,2.5,186.0955,0.04721008847,10000
S3D_br,mMed1500_mDM50_lam3p0,1500.0,50.0,3.0,267.9775,0.09533185390000001,10000
S3D_br,mMed1500_mDM50_lam3p5,1500.0,50.0,3.5,364.7471,0.1754418606,10000
S3D_br,mMed1500_mDM50_lam4p0,1500.0,50.0,4.0,476.4044,0.2944815246,10000
S3D_br,mMed1500_mDM50_lam4p5,1500.0,50.0,4.5,602.9493,0.4724076157,10000
S3D_br,mMed1500_mDM50_lam5p0,1500.0,50.0,5.0,744.3819,0.7147375528000001,10000
S3D_br,mMed1500_mDM100_lam1p0,1500.0,100.0,1.0,29.57688,0.001523841633,10000
S3D_br,mMed1500_mDM100_lam1p5,1500.0,100.0,1.5,66.54799,0.005661292193,10000
S3D_br,mMed1500_mDM100_lam2p0,1500.0,100.0,2.0,118.3075,0.0160620867,10000
S3D_br,mMed1500_mDM100_lam2p2,1500.0,100.0,2.2,143.1521,0.022673632219999997,10000
S3D_br,mMed1500_mDM100_lam2p5,1500.0,100.0,2.5,184.8555,0.0365825987,10000
S3D_br,mMed1500_mDM100_lam3p0,1500.0,100.0,3.0,266.1919,0.07483570884,10000
S3D_br,mMed1500_mDM100_lam3p5,1500.0,100.0,3.5,362.3168,0.1357055843,10000
S3D_br,mMed1500_mDM100_lam4p0,1500.0,100.0,4.0,473.2301,0.22770161220000001,10000
S3D_br,mMed1500_mDM100_lam4p5,1500.0,100.0,4.5,598.9319,0.3595071815,10000
S3D_br,mMed1500_mDM100_lam5p0,1500.0,100.0,5.0,739.4221,0.5464327705,10000
S3D_br,mMed1500_mDM200_lam1p0,1500.0,200.0,1.0,28.78995,0.0010871997773,10000
S3D_br,mMed1500_mDM200_lam1p5,1500.0,200.0,1.5,64.77739,0.003543256753,10000
S3D_br,mMed1500_mDM200_lam2p0,1500.0,200.0,2.0,115.1598,0.009522367904,10000
S3D_br,mMed1500_mDM200_lam2p2,1500.0,200.0,2.2,139.3434,0.0135046801,10000
S3D_br,mMed1500_mDM200_lam2p5,1500.0,200.0,2.5,179.9372,0.02110015821,10000
S3D_br,mMed1500_mDM200_lam3p0,1500.0,200.0,3.0,259.1096,0.04217488561,10000
S3D_br,mMed1500_mDM200_lam3p5,1500.0,200.0,3.5,352.6769,0.0766964061,10000
S3D_br,mMed1500_mDM200_lam4p0,1500.0,200.0,4.0,460.6392,0.1280350952,10000
S3D_br,mMed1500_mDM200_lam4p5,1500.0,200.0,4.5,582.9965,0.2020401769,10000
S3D_br,mMed1500_mDM200_lam5p0,1500.0,200.0,5.0,719.7488,0.3073362824,10000
S3D_br,mMed1500_mDM500_lam1p0,1500.0,500.0,1.0,23.57851,0.0005297524794,10000
S3D_br,mMed1500_mDM500_lam1p5,1500.0,500.0,1.5,53.05165,0.001156504243,10000
S3D_br,mMed1500_mDM500_lam2p0,1500.0,500.0,2.0,94.31404,0.00246529148,10000
S3D_br,mMed1500_mDM500_lam2p2,1500.0,500.0,2.2,114.12,0.003272771986,10000
S3D_br,mMed1500_mDM500_lam2p5,1500.0,500.0,2.5,147.3657,0.004855751228,10000
S3D_br,mMed1500_mDM500_lam3p0,1500.0,500.0,3.0,212.2066,0.008663330499999998,10000
S3D_br,mMed1500_mDM500_lam3p5,1500.0,500.0,3.5,288.8367,0.01485047292,10000
S3D_br,mMed1500_mDM500_lam4p0,1500.0,500.0,4.0,377.2562,0.024370103129999997,10000
S3D_br,mMed1500_mDM500_lam4p5,1500.0,500.0,4.5,477.4648,0.037769616879999995,10000
S3D_br,mMed1500_mDM500_lam5p0,1500.0,500.0,5.0,589.4628,0.0564896872,10000
S3D_br,mMed1500_mDM750_lam1p0,1500.0,750.0,1.0,16.78587,0.00037226708731,10000
S3D_br,mMed1500_mDM750_lam1p5,1500.0,750.0,1.5,37.76821,0.0006194179067000001,10000
S3D_br,mMed1500_mDM750_lam2p0,1500.0,750.0,2.0,67.14349,0.001070567338,10000
S3D_br,mMed1500_mDM750_lam2p2,1500.0,750.0,2.2,81.24362,0.001322601302,10000
S3D_br,mMed1500_mDM750_lam2p5,1500.0,750.0,2.5,104.9117,0.0018185987539999999,10000
S3D_br,mMed1500_mDM750_lam3p0,1500.0,750.0,3.0,151.0729,0.002798300511,10000
S3D_br,mMed1500_mDM750_lam3p5,1500.0,750.0,3.5,205.6269,0.00457309241,10000
S3D_br,mMed1500_mDM750_lam4p0,1500.0,750.0,4.0,268.574,0.00710476237,10000
S3D_br,mMed1500_mDM750_lam4p5,1500.0,750.0,4.5,339.9139,0.01070702999,10000
S3D_br,mMed1500_mDM750_lam5p0,1500.0,750.0,5.0,419.6468,0.01563333158,10000
S3D_br,mMed1500_mDM1000_lam1p0,1500.0,1000.0,1.0,9.210356,0.00030307974677,10000
S3D_br,mMed1500_mDM1000_lam1p5,1500.0,1000.0,1.5,20.7233,0.00041946912204,10000
S3D_br,mMed1500_mDM1000_lam2p0,1500.0,1000.0,2.0,36.84142,0.0006034167689,10000
S3D_br,mMed1500_mDM1000_lam2p2,1500.0,1000.0,2.2,44.57812,0.0006993081639,10000
S3D_br,mMed1500_mDM1000_lam2p5,1500.0,1000.0,2.5,57.56472,0.0008786917627999999,10000
S3D_br,mMed1500_mDM1000_lam3p0,1500.0,1000.0,3.0,82.8932,0.001279715297,10000
S3D_br,mMed1500_mDM1000_lam3p5,1500.0,1000.0,3.5,112.8269,0.0018584660210000002,10000
S3D_br,mMed1500_mDM1000_lam4p0,1500.0,1000.0,4.0,147.3657,0.00267365698,10000
S3D_br,mMed1500_mDM1000_lam4p5,1500.0,1000.0,4.5,186.5097,0.003507904277,10000
S3D_br,mMed1500_mDM1000_lam5p0,1500.0,1000.0,5.0,230.2589,0.00492561915,10000
S3D_br,mMed2000_mDM1_lam1p0,2000.0,1.0,1.0,39.78872,0.00050330240484,10000
S3D_br,mMed2000_mDM1_lam1p5,2000.0,1.0,1.5,89.52461,0.0022955211139,10000
S3D_br,mMed2000_mDM1_lam2p0,2000.0,1.0,2.0,159.1549,0.0074530181150000005,10000
S3D_br,mMed2000_mDM1_lam2p2,2000.0,1.0,2.2,192.5774,0.010942621039,10000
S3D_br,mMed2000_mDM1_lam2p5,2000.0,1.0,2.5,248.6795,0.017815587346,10000
S3D_br,mMed2000_mDM1_lam3p0,2000.0,1.0,3.0,358.0984,0.035753796830000004,10000
S3D_br,mMed2000_mDM1_lam3p5,2000.0,1.0,3.5,487.4118,0.06627551383,10000
S3D_br,mMed2000_mDM1_lam4p0,2000.0,1.0,4.0,636.6195,0.10939467011,10000
S3D_br,mMed2000_mDM1_lam4p5,2000.0,1.0,4.5,805.7215,0.17875209019,10000
S3D_br,mMed2000_mDM1_lam5p0,2000.0,1.0,5.0,994.7179,0.27276346941,10000
S3D_br,mMed2000_mDM10_lam1p0,2000.0,10.0,1.0,39.78675,0.0004988879485,10000
S3D_br,mMed2000_mDM10_lam1p5,2000.0,10.0,1.5,89.52018,0.0022605280454,10000
S3D_br,mMed2000_mDM10_lam2p0,2000.0,10.0,2.0,159.147,0.007094209404,10000
S3D_br,mMed2000_mDM10_lam2p2,2000.0,10.0,2.2,192.5679,0.010163521177,10000
S3D_br,mMed2000_mDM10_lam2p5,2000.0,10.0,2.5,248.6672,0.016296763215,10000
S3D_br,mMed2000_mDM10_lam3p0,2000.0,10.0,3.0,358.0807,0.036425161706,10000
S3D_br,mMed2000_mDM10_lam3p5,2000.0,10.0,3.5,487.3876,0.069776185795,10000
S3D_br,mMed2000_mDM10_lam4p0,2000.0,10.0,4.0,636.5879,0.11568632645,10000
S3D_br,mMed2000_mDM10_lam4p5,2000.0,10.0,4.5,805.6816,0.18428230057,10000
S3D_br,mMed2000_mDM10_lam5p0,2000.0,10.0,5.0,994.6687,0.28125851833,10000
S3D_br,mMed2000_mDM50_lam1p0,2000.0,50.0,1.0,39.73902,0.00047406156524,10000
S3D_br,mMed2000_mDM50_lam1p5,2000.0,50.0,1.5,89.41278,0.0021843099752999998,10000
S3D_br,mMed2000_mDM50_lam2p0,2000.0,50.0,2.0,158.9561,0.006659067094,10000
S3D_br,mMed2000_mDM50_lam2p2,2000.0,50.0,2.2,192.3368,0.009699031941,10000
S3D_br,mMed2000_mDM50_lam2p5,2000.0,50.0,2.5,248.3688,0.015338633745,10000
S3D_br,mMed2000_mDM50_lam3p0,2000.0,50.0,3.0,357.6511,0.03235530152,10000
S3D_br,mMed2000_mDM50_lam3p5,2000.0,50.0,3.5,486.8029,0.06051795793,10000
S3D_br,mMed2000_mDM50_lam4p0,2000.0,50.0,4.0,635.8242,0.10361030423999999,10000
S3D_br,mMed2000_mDM50_lam4p5,2000.0,50.0,4.5,804.7151,0.1651899772,10000
S3D_br,mMed2000_mDM50_lam5p0,2000.0,50.0,5.0,993.4754,0.25032819053,10000
S3D_br,mMed2000_mDM100_lam1p0,2000.0,100.0,1.0,39.59004,0.0003736472239,10000
S3D_br,mMed2000_mDM100_lam1p5,2000.0,100.0,1.5,89.07759,0.001731020102,10000
S3D_br,mMed2000_mDM100_lam2p0,2000.0,100.0,2.0,158.3602,0.005268257204,10000
S3D_br,mMed2000_mDM100_lam2p2,2000.0,100.0,2.2,191.6158,0.0075773557580000005,10000
S3D_br,mMed2000_mDM100_lam2p5,2000.0,100.0,2.5,247.4378,0.012277114004999999,10000
S3D_br,mMed2000_mDM100_lam3p0,2000.0,100.0,3.0,356.3104,0.02594708749,10000
S3D_br,mMed2000_mDM100_lam3p5,2000.0,100.0,3.5,484.978,0.04742095407,10000
S3D_br,mMed2000_mDM100_lam4p0,2000.0,100.0,4.0,633.4407,0.08080763008,10000
S3D_br,mMed2000_mDM100_lam4p5,2000.0,100.0,4.5,801.6983,0.12790966251,10000
S3D_br,mMed2000_mDM100_lam5p0,2000.0,100.0,5.0,989.751,0.19473194648,10000
S3D_br,mMed2000_mDM200_lam1p0,2000.0,200.0,1.0,38.99694,0.0002474836777,10000
S3D_br,mMed2000_mDM200_lam1p5,2000.0,200.0,1.5,87.74311,0.0010525584886,10000
S3D_br,mMed2000_mDM200_lam2p0,2000.0,200.0,2.0,155.9878,0.0031738711790000006,10000
S3D_br,mMed2000_mDM200_lam2p2,2000.0,200.0,2.2,188.7452,0.004544240068,10000
S3D_br,mMed2000_mDM200_lam2p5,2000.0,200.0,2.5,243.7309,0.007419159043,10000
S3D_br,mMed2000_mDM200_lam3p0,2000.0,200.0,3.0,350.9725,0.015083984635999999,10000
S3D_br,mMed2000_mDM200_lam3p5,2000.0,200.0,3.5,477.7125,0.02787587767,10000
S3D_br,mMed2000_mDM200_lam4p0,2000.0,200.0,4.0,623.951,0.04632940355,10000
S3D_br,mMed2000_mDM200_lam4p5,2000.0,200.0,4.5,789.688,0.07505430014,10000
S3D_br,mMed2000_mDM200_lam5p0,2000.0,200.0,5.0,974.9235,0.11454902034,10000
S3D_br,mMed2000_mDM500_lam1p0,2000.0,500.0,1.0,34.97057,8.20821109e-05,10000
S3D_br,mMed2000_mDM500_lam1p5,2000.0,500.0,1.5,78.68378,0.0002718714312,10000
S3D_br,mMed2000_mDM500_lam2p0,2000.0,500.0,2.0,139.8823,0.00073754053,10000
S3D_br,mMed2000_mDM500_lam2p2,2000.0,500.0,2.2,169.2576,0.001035876922,10000
S3D_br,mMed2000_mDM500_lam2p5,2000.0,500.0,2.5,218.5661,0.001611293599,10000
S3D_br,mMed2000_mDM500_lam3p0,2000.0,500.0,3.0,314.7351,0.0032208072889999997,10000
S3D_br,mMed2000_mDM500_lam3p5,2000.0,500.0,3.5,428.3895,0.005840268060999999,10000
S3D_br,mMed2000_mDM500_lam4p0,2000.0,500.0,4.0,559.5291,0.00983747703,10000
S3D_br,mMed2000_mDM500_lam4p5,2000.0,500.0,4.5,708.154,0.0155270322,10000
S3D_br,mMed2000_mDM500_lam5p0,2000.0,500.0,5.0,874.2642,0.02356380525,10000
S3D_br,mMed2000_mDM750_lam1p0,2000.0,750.0,1.0,29.38499,4.3256874029999994e-05,10000
S3D_br,mMed2000_mDM750_lam1p5,2000.0,750.0,1.5,66.11623,0.0001102282724,10000
S3D_br,mMed2000_mDM750_lam2p0,2000.0,750.0,2.0,117.54,0.0002585129091,10000
S3D_br,mMed2000_mDM750_lam2p2,2000.0,750.0,2.2,142.2234,0.0003529531484,10000
S3D_br,mMed2000_mDM750_lam2p5,2000.0,750.0,2.5,183.6562,0.000543345737,10000
S3D_br,mMed2000_mDM750_lam3p0,2000.0,750.0,3.0,264.4649,0.000999697705,10000
S3D_br,mMed2000_mDM750_lam3p5,2000.0,750.0,3.5,359.9661,0.001773559337,10000
S3D_br,mMed2000_mDM750_lam4p0,2000.0,750.0,4.0,470.1599,0.002923928142,10000
S3D_br,mMed2000_mDM750_lam4p5,2000.0,750.0,4.5,595.0461,0.00454940616,10000
S3D_br,mMed2000_mDM750_lam5p0,2000.0,750.0,5.0,734.6248,0.00688016365,10000
S3D_br,mMed2000_mDM1000_lam1p0,2000.0,1000.0,1.0,22.38116,2.791556457e-05,10000
S3D_br,mMed2000_mDM1000_lam1p5,2000.0,1000.0,1.5,50.35762,5.442901462e-05,10000
S3D_br,mMed2000_mDM1000_lam2p0,2000.0,1000.0,2.0,89.52466,0.0001071950349,10000
S3D_br,mMed2000_mDM1000_lam2p2,2000.0,1000.0,2.2,108.3248,0.000139208305,10000
S3D_br,mMed2000_mDM1000_lam2p5,2000.0,1000.0,2.5,139.8823,0.0002012157492,10000
S3D_br,mMed2000_mDM1000_lam3p0,2000.0,1000.0,3.0,201.4305,0.0003353752202,10000
S3D_br,mMed2000_mDM1000_lam3p5,2000.0,1000.0,3.5,274.1693,0.000573373414,10000
S3D_br,mMed2000_mDM1000_lam4p0,2000.0,1000.0,4.0,358.0986,0.000926960794,10000
S3D_br,mMed2000_mDM1000_lam4p5,2000.0,1000.0,4.5,453.2186,0.001424487194,10000
S3D_br,mMed2000_mDM1000_lam5p0,2000.0,1000.0,5.0,559.5291,0.002122664893,10000
S3D_br,mMed2000_mDM1500_lam1p0,2000.0,1500.0,1.0,7.615813,1.77786873679e-05,10000
S3D_br,mMed2000_mDM1500_lam1p5,2000.0,1500.0,1.5,17.13558,2.3898273021e-05,10000
S3D_br,mMed2000_mDM1500_lam2p0,2000.0,1500.0,2.0,30.46325,3.3383532422e-05,10000
S3D_br,mMed2000_mDM1500_lam2p2,2000.0,1500.0,2.2,36.86053,3.825611416e-05,10000
S3D_br,mMed2000_mDM1500_lam2p5,2000.0,1500.0,2.5,47.59883,4.7144816580000003e-05,10000
S3D_br,mMed2000_mDM1500_lam3p0,2000.0,1500.0,3.0,68.54231,6.734529906e-05,10000
S3D_br,mMed2000_mDM1500_lam3p5,2000.0,1500.0,3.5,93.29371,9.559028784e-05,10000
S3D_br,mMed2000_mDM1500_lam4p0,2000.0,1500.0,4.0,121.853,0.0001350117542,10000
S3D_br,mMed2000_mDM1500_lam4p5,2000.0,1500.0,4.5,154.2202,0.00018803903279999997,10000
S3D_br,mMed2000_mDM1500_lam5p0,2000.0,1500.0,5.0,190.3953,0.0002596526101,10000
S3D_br,mMed2500_mDM1_lam1p0,2500.0,1.0,1.0,49.7359,0.00019786457229000002,10000
S3D_br,mMed2500_mDM1_lam1p5,2500.0,1.0,1.5,111.9058,0.00088529650769,10000
S3D_br,mMed2500_mDM1_lam2p0,2500.0,1.0,2.0,198.9436,0.0029344242581000003,10000
S3D_br,mMed2500_mDM1_lam2p2,2500.0,1.0,2.2,240.7218,0.0046415156044,10000
S3D_br,mMed2500_mDM1_lam2p5,2500.0,1.0,2.5,310.8494,0.0075509760038,10000
S3D_br,mMed2500_mDM1_lam3p0,2500.0,1.0,3.0,447.6231,0.015537434542,10000
S3D_br,mMed2500_mDM1_lam3p5,2500.0,1.0,3.5,609.2648,0.028646261835,10000
S3D_br,mMed2500_mDM1_lam4p0,2500.0,1.0,4.0,795.7745,0.050146559405,10000
S3D_br,mMed2500_mDM1_lam4p5,2500.0,1.0,4.5,1007.152,0.076101203926,10000
S3D_br,mMed2500_mDM1_lam5p0,2500.0,1.0,5.0,1243.398,0.119201955152,10000
S3D_br,mMed2500_mDM10_lam1p0,2500.0,10.0,1.0,49.73433,0.00020934400785999998,10000
S3D_br,mMed2500_mDM10_lam1p5,2500.0,10.0,1.5,111.9022,0.0010387499451,10000
S3D_br,mMed2500_mDM10_lam2p0,2500.0,10.0,2.0,198.9373,0.0031846589658,10000
S3D_br,mMed2500_mDM10_lam2p2,2500.0,10.0,2.2,240.7141,0.0041898384396,10000
S3D_br,mMed2500_mDM10_lam2p5,2500.0,10.0,2.5,310.8396,0.007479806318,10000
S3D_br,mMed2500_mDM10_lam3p0,2500.0,10.0,3.0,447.609,0.015291040732,10000
S3D_br,mMed2500_mDM10_lam3p5,2500.0,10.0,3.5,609.2455,0.028851897736,10000
S3D_br,mMed2500_mDM10_lam4p0,2500.0,10.0,4.0,795.7493,0.047585128533,10000
S3D_br,mMed2500_mDM10_lam4p5,2500.0,10.0,4.5,1007.12,0.077701450167,10000
S3D_br,mMed2500_mDM10_lam5p0,2500.0,10.0,5.0,1243.358,0.12380206667499999,10000
S3D_br,mMed2500_mDM50_lam1p0,2500.0,50.0,1.0,49.69614,0.00018214966853,10000
S3D_br,mMed2500_mDM50_lam1p5,2500.0,50.0,1.5,111.8163,0.0008780103107,10000
S3D_br,mMed2500_mDM50_lam2p0,2500.0,50.0,2.0,198.7846,0.0026954377004000003,10000
S3D_br,mMed2500_mDM50_lam2p2,2500.0,50.0,2.2,240.5293,0.004091944785,10000
S3D_br,mMed2500_mDM50_lam2p5,2500.0,50.0,2.5,310.6009,0.0067324568480000005,10000
S3D_br,mMed2500_mDM50_lam3p0,2500.0,50.0,3.0,447.2653,0.01399593215,10000
S3D_br,mMed2500_mDM50_lam3p5,2500.0,50.0,3.5,608.7777,0.026404010656,10000
S3D_br,mMed2500_mDM50_lam4p0,2500.0,50.0,4.0,795.1382,0.043763547735000005,10000
S3D_br,mMed2500_mDM50_lam4p5,2500.0,50.0,4.5,1006.347,0.071614683358,10000
S3D_br,mMed2500_mDM50_lam5p0,2500.0,50.0,5.0,1242.403,0.106950061462,10000
S3D_br,mMed2500_mDM100_lam1p0,2500.0,100.0,1.0,49.57689,0.00014773998615,10000
S3D_br,mMed2500_mDM100_lam1p5,2500.0,100.0,1.5,111.548,0.0007230227358999999,10000
S3D_br,mMed2500_mDM100_lam2p0,2500.0,100.0,2.0,198.3076,0.0022428381686,10000
S3D_br,mMed2500_mDM100_lam2p2,2500.0,100.0,2.2,239.9522,0.0033174487794,10000
S3D_br,mMed2500_mDM100_lam2p5,2500.0,100.0,2.5,309.8556,0.005476266507000001,10000
S3D_br,mMed2500_mDM100_lam3p0,2500.0,100.0,3.0,446.192,0.01127165001,10000
S3D_br,mMed2500_mDM100_lam3p5,2500.0,100.0,3.5,607.3169,0.020982879033,10000
S3D_br,mMed2500_mDM100_lam4p0,2500.0,100.0,4.0,793.2303,0.035675638464,10000
S3D_br,mMed2500_mDM100_lam4p5,2500.0,100.0,4.5,1003.932,0.057035965451,10000
S3D_br,mMed2500_mDM100_lam5p0,2500.0,100.0,5.0,1239.422,0.086443102063,10000
S3D_br,mMed2500_mDM200_lam1p0,2500.0,200.0,1.0,49.10134,9.194993144e-05,10000
S3D_br,mMed2500_mDM200_lam1p5,2500.0,200.0,1.5,110.478,0.00043756205760000003,10000
S3D_br,mMed2500_mDM200_lam2p0,2500.0,200.0,2.0,196.4053,0.0013626270785,10000
S3D_br,mMed2500_mDM200_lam2p2,2500.0,200.0,2.2,237.6505,0.0019922608307,10000
S3D_br,mMed2500_mDM200_lam2p5,2500.0,200.0,2.5,306.8834,0.003273468505,10000
S3D_br,mMed2500_mDM200_lam3p0,2500.0,200.0,3.0,441.912,0.0067431942609999995,10000
S3D_br,mMed2500_mDM200_lam3p5,2500.0,200.0,3.5,601.4914,0.01251539682,10000
S3D_br,mMed2500_mDM200_lam4p0,2500.0,200.0,4.0,785.6214,0.021290486962,10000
S3D_br,mMed2500_mDM200_lam4p5,2500.0,200.0,4.5,994.3021,0.033834230012,10000
S3D_br,mMed2500_mDM200_lam5p0,2500.0,200.0,5.0,1227.533,0.051388143989999996,10000
S3D_br,mMed2500_mDM500_lam1p0,2500.0,500.0,1.0,45.83662,2.4530810119999998e-05,10000
S3D_br,mMed2500_mDM500_lam1p5,2500.0,500.0,1.5,103.1324,0.00010586963821,10000
S3D_br,mMed2500_mDM500_lam2p0,2500.0,500.0,2.0,183.3465,0.0003170409657,10000
S3D_br,mMed2500_mDM500_lam2p2,2500.0,500.0,2.2,221.8493,0.000457271069,10000
S3D_br,mMed2500_mDM500_lam2p5,2500.0,500.0,2.5,286.4789,0.0007376929484000001,10000
S3D_br,mMed2500_mDM500_lam3p0,2500.0,500.0,3.0,412.5296,0.001515134214,10000
S3D_br,mMed2500_mDM500_lam3p5,2500.0,500.0,3.5,561.4986,0.0027840462059999997,10000
S3D_br,mMed2500_mDM500_lam4p0,2500.0,500.0,4.0,733.386,0.004686587218999999,10000
S3D_br,mMed2500_mDM500_lam4p5,2500.0,500.0,4.5,928.1916,0.007529178191,10000
S3D_br,mMed2500_mDM500_lam5p0,2500.0,500.0,5.0,1145.916,0.01143620457,10000
S3D_br,mMed2500_mDM750_lam1p0,2500.0,750.0,1.0,41.18632,9.902668198000001e-06,10000
S3D_br,mMed2500_mDM750_lam1p5,2500.0,750.0,1.5,92.66921,3.682114306e-05,10000
S3D_br,mMed2500_mDM750_lam2p0,2500.0,750.0,2.0,164.7453,0.00010406517920000001,10000
S3D_br,mMed2500_mDM750_lam2p2,2500.0,750.0,2.2,199.3418,0.0001486017931,10000
S3D_br,mMed2500_mDM750_lam2p5,2500.0,750.0,2.5,257.4145,0.0002348464465,10000
S3D_br,mMed2500_mDM750_lam3p0,2500.0,750.0,3.0,370.6768,0.0004746126265,10000
S3D_br,mMed2500_mDM750_lam3p5,2500.0,750.0,3.5,504.5324,0.000864580182,10000
S3D_br,mMed2500_mDM750_lam4p0,2500.0,750.0,4.0,658.981,0.001454658737,10000
S3D_br,mMed2500_mDM750_lam4p5,2500.0,750.0,4.5,834.0229,0.002317460621,10000
S3D_br,mMed2500_mDM750_lam5p0,2500.0,750.0,5.0,1029.658,0.0035140378730000002,10000
S3D_br,mMed2500_mDM1000_lam1p0,2500.0,1000.0,1.0,35.09366,4.71535567e-06,10000
S3D_br,mMed2500_mDM1000_lam1p5,2500.0,1000.0,1.5,78.96075,1.437289119e-05,10000
S3D_br,mMed2500_mDM1000_lam2p0,2500.0,1000.0,2.0,140.3747,3.719192155e-05,10000
S3D_br,mMed2500_mDM1000_lam2p2,2500.0,1000.0,2.2,169.8533,5.181469671e-05,10000
S3D_br,mMed2500_mDM1000_lam2p5,2500.0,1000.0,2.5,219.3354,8.14390802e-05,10000
S3D_br,mMed2500_mDM1000_lam3p0,2500.0,1000.0,3.0,315.843,0.00015602955210000001,10000
S3D_br,mMed2500_mDM1000_lam3p5,2500.0,1000.0,3.5,429.8974,0.0002790081216,10000
S3D_br,mMed2500_mDM1000_lam4p0,2500.0,1000.0,4.0,561.4986,0.000467984083,10000
S3D_br,mMed2500_mDM1000_lam4p5,2500.0,1000.0,4.5,710.6467,0.000738913037,10000
S3D_br,mMed2500_mDM1000_lam5p0,2500.0,1000.0,5.0,877.3416,0.001121027752,10000
S3D_br,mMed2500_mDM1500_lam1p0,2500.0,1500.0,1.0,20.37183,1.8016492086e-06,10000
S3D_br,mMed2500_mDM1500_lam1p5,2500.0,1500.0,1.5,45.83662,3.322677773e-06,10000
S3D_br,mMed2500_mDM1500_lam2p0,2500.0,1500.0,2.0,81.48733,6.3408153850000006e-06,10000
S3D_br,mMed2500_mDM1500_lam2p2,2500.0,1500.0,2.2,98.59967,8.14355692e-06,10000
S3D_br,mMed2500_mDM1500_lam2p5,2500.0,1500.0,2.5,127.324,1.162042835e-05,10000
S3D_br,mMed2500_mDM1500_lam3p0,2500.0,1500.0,3.0,183.3465,2.025874096e-05,10000
S3D_br,mMed2500_mDM1500_lam3p5,2500.0,1500.0,3.5,249.555,3.39462727e-05,10000
S3D_br,mMed2500_mDM1500_lam4p0,2500.0,1500.0,4.0,325.9493,5.1654735399999994e-05,10000
S3D_br,mMed2500_mDM1500_lam4p5,2500.0,1500.0,4.5,412.5296,7.99489965e-05,10000
S3D_br,mMed2500_mDM1500_lam5p0,2500.0,1500.0,5.0,509.2958,0.0001186307693,10000
S3D_br,mMed2500_mDM2000_lam1p0,2500.0,2000.0,1.0,6.445775,1.20446613974e-06,10000
S3D_br,mMed2500_mDM2000_lam1p5,2500.0,2000.0,1.5,14.50299,1.56611805183e-06,10000
S3D_br,mMed2500_mDM2000_lam2p0,2500.0,2000.0,2.0,25.7831,2.1138106641e-06,10000
S3D_br,mMed2500_mDM2000_lam2p2,2500.0,2000.0,2.2,31.19755,2.4107004744e-06,10000
S3D_br,mMed2500_mDM2000_lam2p5,2500.0,2000.0,2.5,40.28609,2.935334644e-06,10000
S3D_br,mMed2500_mDM2000_lam3p0,2500.0,2000.0,3.0,58.01198,4.086849153e-06,10000
S3D_br,mMed2500_mDM2000_lam3p5,2500.0,2000.0,3.5,78.96075,5.70114813e-06,10000
